Feature,Target
 الكيمرز كائنات مخنثة، ولاءاتهم عجيبة ومواقفهم ظاهرها الاعجاب وباطنها خزي، يعني الي يشوف وسم يظن إنهم قاطعوها لفسادها وافسادها لكن لو ترجع للقصة من البداية تعرف أن يوبيسوفت منعت شيء خاص بالكيمرز كانت مخططة تسويه بدبي لأن المخانيث اعترضوا شلون تسووه عند العرب ,risky
 اسوء شركة تصنع العاب حرفيا ما عندها افكار شافت لعبة ناجحة راحت سوت مثلها بس اسواء ,risky
 عنصرين وتدعمون الشوا ذ وفوق كذا العابكم معفنة ومكررة وخالية من اي نوع من انواع الشغف وفقط مصنوعة لشفط فلوس السفهاء اللي يلعبون العابكم حسافة بس على تاريخ شركتكم ,risky
 شركة تدعم المحْانيتْ وتلغي بطولاتها عندنا عشانهم وذا مستانس انه مسويلهم شعار الله لا يوفقك لا انت ولا هم ,risky
 ما تستاهلون التعاون بالتوفيق لمهند فقط أما انتم، فبدون اعتذار على جميع حساباتكم الرسمية و إعادة إقامة البطولة لمحبيها دعمكم ماله قيمة ,Safe
 لا بالله جد ؟ هذي الشركة اساءت لك و لكل المسلمين و انت بكل بساطه تيجي و تتعاون معهم و فرحان ؟ ما اهتم لو عندك معارف فيها الشركة نفسها اهانتنا ولا شكلك نسيت ,Safe
 فعلًا المبادئ الموسمية للأسف سقطة كبيره بحق السلوم ونزّل من قيمة أعماله بهالتعاون الفاشل، يوبيسوفت الشرق الأوسط حتى تعليق ماعلقوا ومادافعوا ويجي يتعاون معاهم بكل بجاحه، وأعتقد أنه قد علق على موضوع والحين رجع لهم المقاطعة مستمرة للأبد، لاحد يتوقع بننسى ,risky
 طبعاً الله يوفق مهند في اي مجال يشتغل فيه لانه شخص يستحق ومبدع لكن شف التوجه الجديد لشركة تبي تحاول تلمع صورتها العفنه عندنا بالشرق الاوسط بعد الحركة الغبية الي سوتها بسحب البطوله في الإمارات بسبب فئات قذره لكن الشرهه على الي يعطونهم مجال انهم يتكسبون مننا ,risky
 للاسف كاعرب لا يستمعون لنا مهما حاولنا لان صوتنا و اعلامنا ضعيف عكس الفائة دي إلي اعلامها قوي الحين بس لازم نصمد علي امل يسمعونا ,Safe
 اتمنى من الكل يستمر في مقاطعتهم كلنا ندري ايش اهدافهم الملاعين لاحد يجي ويقول فرع الشرق الاوسط ماله داخل كل الفروع بنهاية ياخذون الاوامر من الشركة الام وكلنا ندري مين كان حطين مسؤل عندنا مالك وذي صورة ناشرها وبكل فخر الله يقلعهم ,risky
 حسبي الله ونعم الوكيل هذا اللي كنت خايفه منه ولي احاتيه ان راح ينتشر وزيادة خصوصاََ في الألعاب وبكل مكان انشوفه بلوك لهم عشان تحس بإنجاز وراحة وخلاص ,Safe
 كلامي واضح اذا شخص أو شركة تدعم الملونيين نقطع العلاقة فيهم لان ديننا مايسمح لنا اما تجي وتقولي والله هذا الشخص مبدع ويستاهل يتعاون مع يوبيسوفت لا هنا اقولك لا معليش كل اللي صار بهاشتاق كلة بس بربغندا وكلام بس لا يجيب ولا يؤخر ,Safe
 مستغرب كيف بعض الناس اللي تشوفهم كويسين للحين بشركة بكبرها شذوذ وقرف وكبيرهم مالك تفاحة هو اكبر شاذ بينهم الكذاب للأسف تعاون مو بمكانه وان شاء الله بتخسر هالشركة وتشوفون كيف الشاذ كبيرهم بيشوتكم بطرف اصبع رجله ,risky
 هاللعبة عادت للحياة بعد موتها و بعد انتظار طويل من البعض و لكن اللي عجبني في الموضوع إنّ محد مهتم لها لأنها من أفضل لعبة قراصنة موجودة فيعني يا لو توفروا لعبتكم أفضل لأن محد مهتم ,Safe
 خبثاء ومتلونين أمثال هؤلاء المفترض لا يتابعهم أحد ولا يترك لهم المجال بأن يكونوا واجهة لمجتمع اللاعبين العرب فهم يباعون ويشترون بالمال لا مبادئ ولا كرامة لديهم وسبب بأن هذه الشركات أصبحت تتمادى وتتطاول دون أي اعتبار ,risky
 شكرا لك مهند مجهودك ان شاء الله يرجع عليك بمردود كويس لكن للاسف التعاون في غير محله ,Safe
 مبدع ماقلنا شي لكن انت ما غردت ولا انتقدة هنا النقطة الفاصلة ولو انة ماتعرفة كان انتقدة وغردت وكلامك ايام هاشتاق قومت الدنيا ولا حد يتعاون معهم بينما خويك مهند تعاون معهم أصبح الوضع عادي وفي تناقض في كلامك بين ايام الهاشتاق والان اصبحت المادة اهم ,Safe
 يرددون على مقاطعة وفجأه تلقاهم يتعاونون معاهم بشي تافهه المبادئ ب١٠٠ فلس ,Safe
 قاعدين نلعب ضد السيرفرات الهبله والله,risky
 كيف تعرف انك حمار ؟,risky
 لا تطقطق ي غبي,risky
 الله ياخذ ام سبايدر مان يلعن ام الخياس حماسي ضاع متى يخلص ذا العرض الزبالة,risky
 كل شي مكشوف بس كلام فاضي لو الشي مالهم مصلحة يتكلمون ويسفلون ولما يكون لهم مصلحة من تحت لتحت يبدون يرقعون مشكلتنا مع الشركة مو مع الشخص او والله هو طلع وقطع علاقتنا كلة كلام فاضي وفارغ وخويهم ذا اللي تعاون مع محد هرج ساكتين ويعرفون بعض يقولك عادي خوينا ,Safe
 طيب ليش ماحد انتقدة انة من جماعة الملونيين وحتى لو انة انتهت علاقتة فينا والأخ اللي اسمة مهند السلوم ليش تعاون مع والمصيبة محد كلمة او انتقدة ,Safe
 والله اني منتظر ذي اللعبة من زمان لكن مانسينا ان شاء الله اوفرواتش تكفي وتوفي ,Safe
 والله عيب على احد ان يتعاون معاكم ويرضا ان اسمه يطلع في صفكم يا إن شاء الله يضل الكل ضدكم الين ما تعقلوا عن الحركات العوره يا عوبان ,Safe
 والله حزين على العاملين في فرع يوبي سوفت الشرق الاوسط، شغالين صح ويدعمون منطقتنا بشكل ممتاز بس تورطوا مع الشركة الام الي ضاغطتهم بمعتقداتها السيئة والتي لاتناسب منطقتنا ابدًا ابداع جديد خلاب من الاخ مهند ولكن لازلنا عند موقفنا بما يخص ,Safe
 نيابه عن الكل ولفعلتكم العام السابق المفروض تستحون على وجيهكم وتنزلون اعتذار اهيب ياقوة العين وقباحة فعلكم ,risky
 كنت متوقع انه مجرد وقت وبنشوف بعض المؤثرين يرجعون يدعمون ويتعاونون معها ولا كأن شيء صار رغم انهم كانوا ينتقدونها، بدأ الاغلب منهم ينكشف على حقيقته ,Safe
 بعيداً عن موضوع من غير المنصف مطاردة أشخاص بأعينهم ومهاجمتهم في فرصهم بالحياة وإثبات نفسهم وش فرقكم عن عقلية الـ ؟ وش يمنعكم من مهاجمة كل ممثلي الشرق الأوسط وتفكيك عقودهم الوظيفية؟ شوية انصاف بحق الناس الله يرحم والديكم ولا تحملونهم اكثر من طاقتهم ,Safe
 من زمان حظرت سعودي قيمر لأنهم موقع وشبكة فرنسية مو سعودية وغير مستبعد يدعمون الفئة الشاذة عن قريب لحد يتوقع منهم شي ,risky
 الامر بسيط اعتذر واعترف باخطائك الامر ابسط من دعايات ورعايات لمراجعين بلا مبادئ عشان يسوقون لالعابكم ويحاولون يحسنون صورتكم اعتذار رسمي اسهل واوفر من فلوس الدعايات والرعايه للمنبطحين الي ماتسبب كلامهم الا بزياده شحن المقاطعة اكثر واكثر ولذلك مستمرين ,risky
